"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2024 12:15 - 05.01.2024 12:30","62607","64123"
"05.01.2024 12:30 - 05.01.2024 12:45","62196","63800"
"05.01.2024 12:45 - 05.01.2024 13:00","61318","63031"
"05.01.2024 13:00 - 05.01.2024 13:15","61236","63082"
"05.01.2024 13:15 - 05.01.2024 13:30","61016","62802"
"05.01.2024 13:30 - 05.01.2024 13:45","60990","62786"
"05.01.2024 13:45 - 05.01.2024 14:00","60782","62444"
"05.01.2024 14:00 - 05.01.2024 14:15","61040","62237"
"05.01.2024 14:15 - 05.01.2024 14:30","60534","62176"
"05.01.2024 14:30 - 05.01.2024 14:45","60191","62270"
"05.01.2024 14:45 - 05.01.2024 15:00","60391","62587"
"05.01.2024 15:00 - 05.01.2024 15:15","60986","62714"
"05.01.2024 15:15 - 05.01.2024 15:30","61015","62863"
"05.01.2024 15:30 - 05.01.2024 15:45","60862","63615"
"05.01.2024 15:45 - 05.01.2024 16:00","61695","64408"
"05.01.2024 16:00 - 05.01.2024 16:15","62523","65391"
"05.01.2024 16:15 - 05.01.2024 16:30","62807","65565"
"05.01.2024 16:30 - 05.01.2024 16:45","63612","65846"
"05.01.2024 16:45 - 05.01.2024 17:00","63628","66155"
"05.01.2024 17:00 - 05.01.2024 17:15","63936","65943"
"05.01.2024 17:15 - 05.01.2024 17:30","63722","65829"
"05.01.2024 17:30 - 05.01.2024 17:45","63768","65768"
"05.01.2024 17:45 - 05.01.2024 18:00","63545","65067"
"05.01.2024 18:00 - 05.01.2024 18:15","63277","64783"
"05.01.2024 18:15 - 05.01.2024 18:30","62293","63974"
"05.01.2024 18:30 - 05.01.2024 18:45","62015","63401"
"05.01.2024 18:45 - 05.01.2024 19:00","61624","62638"
"05.01.2024 19:00 - 05.01.2024 19:15","60603","61476"
"05.01.2024 19:15 - 05.01.2024 19:30","59645","60529"
"05.01.2024 19:30 - 05.01.2024 19:45","58714","59537"
"05.01.2024 19:45 - 05.01.2024 20:00","58176","58720"
"05.01.2024 20:00 - 05.01.2024 20:15","56741","58113"
"05.01.2024 20:15 - 05.01.2024 20:30","55894","57423"
"05.01.2024 20:30 - 05.01.2024 20:45","55244","56549"
"05.01.2024 20:45 - 05.01.2024 21:00","54520","55609"
"05.01.2024 21:00 - 05.01.2024 21:15","53915","55502"
"05.01.2024 21:15 - 05.01.2024 21:30","53471","54764"
"05.01.2024 21:30 - 05.01.2024 21:45","52785","54293"
"05.01.2024 21:45 - 05.01.2024 22:00","51799","53002"
"05.01.2024 22:00 - 05.01.2024 22:15","50618","52087"
"05.01.2024 22:15 - 05.01.2024 22:30","49815","51116"
"05.01.2024 22:30 - 05.01.2024 22:45","48634","50523"
"05.01.2024 22:45 - 05.01.2024 23:00","48263","49974"
"05.01.2024 23:00 - 05.01.2024 23:15","47011","49098"
"05.01.2024 23:15 - 05.01.2024 23:30","46011","48242"
"05.01.2024 23:30 - 05.01.2024 23:45","44810","47713"
"05.01.2024 23:45 - 06.01.2024 00:00","45073","47149"
"06.01.2024 00:00 - 06.01.2024 00:15","44521","46495"
"06.01.2024 00:15 - 06.01.2024 00:30","44223","46267"
"06.01.2024 00:30 - 06.01.2024 00:45","43610","46296"
"06.01.2024 00:45 - 06.01.2024 01:00","43008","46150"
"06.01.2024 01:00 - 06.01.2024 01:15","42662","45791"
"06.01.2024 01:15 - 06.01.2024 01:30","42247","45387"
"06.01.2024 01:30 - 06.01.2024 01:45","42461","45266"
"06.01.2024 01:45 - 06.01.2024 02:00","42320","44793"
"06.01.2024 02:00 - 06.01.2024 02:15","42026","44958"
"06.01.2024 02:15 - 06.01.2024 02:30","41834","44717"
"06.01.2024 02:30 - 06.01.2024 02:45","41675","44509"
"06.01.2024 02:45 - 06.01.2024 03:00","41706","44462"
"06.01.2024 03:00 - 06.01.2024 03:15","41760","44680"
"06.01.2024 03:15 - 06.01.2024 03:30","41414","44723"
"06.01.2024 03:30 - 06.01.2024 03:45","41515","44869"
"06.01.2024 03:45 - 06.01.2024 04:00","41496","44732"
"06.01.2024 04:00 - 06.01.2024 04:15","42624","45070"
"06.01.2024 04:15 - 06.01.2024 04:30","42461","44991"
"06.01.2024 04:30 - 06.01.2024 04:45","43346","45076"
"06.01.2024 04:45 - 06.01.2024 05:00","42823","45193"
"06.01.2024 05:00 - 06.01.2024 05:15","43575","45459"
"06.01.2024 05:15 - 06.01.2024 05:30","43780","45619"
"06.01.2024 05:30 - 06.01.2024 05:45","45071","45869"
"06.01.2024 05:45 - 06.01.2024 06:00","45190","45864"
"06.01.2024 06:00 - 06.01.2024 06:15","46001","46357"
"06.01.2024 06:15 - 06.01.2024 06:30","47188","47029"
"06.01.2024 06:30 - 06.01.2024 06:45","47724","47597"
"06.01.2024 06:45 - 06.01.2024 07:00","49053","48354"
"06.01.2024 07:00 - 06.01.2024 07:15","50133","49607"
"06.01.2024 07:15 - 06.01.2024 07:30","50216","50672"
"06.01.2024 07:30 - 06.01.2024 07:45","51104","51266"
"06.01.2024 07:45 - 06.01.2024 08:00","52024","52126"
"06.01.2024 08:00 - 06.01.2024 08:15","52665","53463"
"06.01.2024 08:15 - 06.01.2024 08:30","53284","54047"
"06.01.2024 08:30 - 06.01.2024 08:45","53486","54763"
"06.01.2024 08:45 - 06.01.2024 09:00","54253","55597"
"06.01.2024 09:00 - 06.01.2024 09:15","54679","56040"
"06.01.2024 09:15 - 06.01.2024 09:30","54367","56218"
"06.01.2024 09:30 - 06.01.2024 09:45","55479","56659"
"06.01.2024 09:45 - 06.01.2024 10:00","55936","56912"
"06.01.2024 10:00 - 06.01.2024 10:15","56276","57623"
"06.01.2024 10:15 - 06.01.2024 10:30","57041","58047"
"06.01.2024 10:30 - 06.01.2024 10:45","56825","58569"
"06.01.2024 10:45 - 06.01.2024 11:00","56463","58675"
"06.01.2024 11:00 - 06.01.2024 11:15","56486","58829"
"06.01.2024 11:15 - 06.01.2024 11:30","56720","58744"
"06.01.2024 11:30 - 06.01.2024 11:45","56672","58456"
"06.01.2024 11:45 - 06.01.2024 12:00","56628","58341"
"06.01.2024 12:00 - 06.01.2024 12:15","56085","58105"
"06.01.2024 12:15 - 06.01.2024 12:30","55462","57669"
"06.01.2024 12:30 - 06.01.2024 12:45","55258","57234"
"06.01.2024 12:45 - 06.01.2024 13:00","54756","57069"
"06.01.2024 13:00 - 06.01.2024 13:15","54288","57077"
"06.01.2024 13:15 - 06.01.2024 13:30","53605","57068"
"06.01.2024 13:30 - 06.01.2024 13:45","53695","56816"
"06.01.2024 13:45 - 06.01.2024 14:00","53749","56683"
"06.01.2024 14:00 - 06.01.2024 14:15","53639","56813"
"06.01.2024 14:15 - 06.01.2024 14:30","53880","57110"
"06.01.2024 14:30 - 06.01.2024 14:45","54169","57113"
"06.01.2024 14:45 - 06.01.2024 15:00","55013","56923"
"06.01.2024 15:00 - 06.01.2024 15:15","55163","57273"
"06.01.2024 15:15 - 06.01.2024 15:30","55712","57557"
"06.01.2024 15:30 - 06.01.2024 15:45","56232","57962"
"06.01.2024 15:45 - 06.01.2024 16:00","56463","58265"
"06.01.2024 16:00 - 06.01.2024 16:15","57676","59024"
"06.01.2024 16:15 - 06.01.2024 16:30","57826","59665"
"06.01.2024 16:30 - 06.01.2024 16:45","58531","60332"
"06.01.2024 16:45 - 06.01.2024 17:00","58465","60196"
"06.01.2024 17:00 - 06.01.2024 17:15","58328","60211"
"06.01.2024 17:15 - 06.01.2024 17:30","57829","59951"
"06.01.2024 17:30 - 06.01.2024 17:45","57403","59935"
"06.01.2024 17:45 - 06.01.2024 18:00","57187","59410"
"06.01.2024 18:00 - 06.01.2024 18:15","56999","59008"
"06.01.2024 18:15 - 06.01.2024 18:30","56104","58437"
"06.01.2024 18:30 - 06.01.2024 18:45","55390","58054"
"06.01.2024 18:45 - 06.01.2024 19:00","55057","57465"
"06.01.2024 19:00 - 06.01.2024 19:15","54463","56346"
"06.01.2024 19:15 - 06.01.2024 19:30","53275","55483"
"06.01.2024 19:30 - 06.01.2024 19:45","52286","54593"
"06.01.2024 19:45 - 06.01.2024 20:00","51526","54010"
"06.01.2024 20:00 - 06.01.2024 20:15","50972","53323"
"06.01.2024 20:15 - 06.01.2024 20:30","50334","53030"
"06.01.2024 20:30 - 06.01.2024 20:45","50319","52489"
"06.01.2024 20:45 - 06.01.2024 21:00","49581","51912"
"06.01.2024 21:00 - 06.01.2024 21:15","49358","52190"
"06.01.2024 21:15 - 06.01.2024 21:30","48762","51729"
"06.01.2024 21:30 - 06.01.2024 21:45","48485","51319"
"06.01.2024 21:45 - 06.01.2024 22:00","48154","50528"
"06.01.2024 22:00 - 06.01.2024 22:15","47564","49739"
"06.01.2024 22:15 - 06.01.2024 22:30","46926","48978"
"06.01.2024 22:30 - 06.01.2024 22:45","46190","48337"
"06.01.2024 22:45 - 06.01.2024 23:00","45943","47446"
"06.01.2024 23:00 - 06.01.2024 23:15","42464","46922"
"06.01.2024 23:15 - 06.01.2024 23:30","42181","46177"
"06.01.2024 23:30 - 06.01.2024 23:45","42246","45367"
"06.01.2024 23:45 - 07.01.2024 00:00","41601","44992"
"07.01.2024 00:00 - 07.01.2024 00:15","41096","44527"
"07.01.2024 00:15 - 07.01.2024 00:30","40520","44327"
"07.01.2024 00:30 - 07.01.2024 00:45","40118","44204"
"07.01.2024 00:45 - 07.01.2024 01:00","39731","43752"
"07.01.2024 01:00 - 07.01.2024 01:15","39329","43740"
"07.01.2024 01:15 - 07.01.2024 01:30","39301","43571"
"07.01.2024 01:30 - 07.01.2024 01:45","38970","43446"
"07.01.2024 01:45 - 07.01.2024 02:00","39007","43194"
"07.01.2024 02:00 - 07.01.2024 02:15","38801","43052"
"07.01.2024 02:15 - 07.01.2024 02:30","38812","42942"
"07.01.2024 02:30 - 07.01.2024 02:45","38557","42910"
"07.01.2024 02:45 - 07.01.2024 03:00","38538","43087"
"07.01.2024 03:00 - 07.01.2024 03:15","38816","43056"
"07.01.2024 03:15 - 07.01.2024 03:30","38770","42967"
"07.01.2024 03:30 - 07.01.2024 03:45","38998","43199"
"07.01.2024 03:45 - 07.01.2024 04:00","39109","43190"
"07.01.2024 04:00 - 07.01.2024 04:15","39305","43081"
"07.01.2024 04:15 - 07.01.2024 04:30","39445","42905"
"07.01.2024 04:30 - 07.01.2024 04:45","39759","43039"
"07.01.2024 04:45 - 07.01.2024 05:00","40085","43083"
"07.01.2024 05:00 - 07.01.2024 05:15","39788","43060"
"07.01.2024 05:15 - 07.01.2024 05:30","39780","43245"
"07.01.2024 05:30 - 07.01.2024 05:45","40145","43141"
"07.01.2024 05:45 - 07.01.2024 06:00","40499","43290"
"07.01.2024 06:00 - 07.01.2024 06:15","41027","44084"
"07.01.2024 06:15 - 07.01.2024 06:30","41453","44637"
"07.01.2024 06:30 - 07.01.2024 06:45","42067","45158"
"07.01.2024 06:45 - 07.01.2024 07:00","42571","45475"
"07.01.2024 07:00 - 07.01.2024 07:15","43222","46323"
"07.01.2024 07:15 - 07.01.2024 07:30","43813","47022"
"07.01.2024 07:30 - 07.01.2024 07:45","44675","47737"
"07.01.2024 07:45 - 07.01.2024 08:00","45529","48488"
"07.01.2024 08:00 - 07.01.2024 08:15","46628","49897"
"07.01.2024 08:15 - 07.01.2024 08:30","47647","50828"
"07.01.2024 08:30 - 07.01.2024 08:45","48417","51804"
"07.01.2024 08:45 - 07.01.2024 09:00","48708","52392"
"07.01.2024 09:00 - 07.01.2024 09:15","49263","53091"
"07.01.2024 09:15 - 07.01.2024 09:30","49654","53759"
"07.01.2024 09:30 - 07.01.2024 09:45","49968","54378"
"07.01.2024 09:45 - 07.01.2024 10:00","50399","54636"
"07.01.2024 10:00 - 07.01.2024 10:15","51107","55406"
"07.01.2024 10:15 - 07.01.2024 10:30","51729","56312"
"07.01.2024 10:30 - 07.01.2024 10:45","52009","57249"
"07.01.2024 10:45 - 07.01.2024 11:00","52176","57393"
"07.01.2024 11:00 - 07.01.2024 11:15","52208","57391"
"07.01.2024 11:15 - 07.01.2024 11:30","51990","57514"
"07.01.2024 11:30 - 07.01.2024 11:45","50923","57561"
"07.01.2024 11:45 - 07.01.2024 12:00","50897","57280"
"07.01.2024 12:00 - 07.01.2024 12:15","50840","56865"
"07.01.2024 12:15 - 07.01.2024 12:30","50423","56369"
"07.01.2024 12:30 - 07.01.2024 12:45","50248","56267"
"07.01.2024 12:45 - 07.01.2024 13:00","49937","55753"
"07.01.2024 13:00 - 07.01.2024 13:15","49829","55761"
"07.01.2024 13:15 - 07.01.2024 13:30","49310","55463"
"07.01.2024 13:30 - 07.01.2024 13:45","48714","55378"
"07.01.2024 13:45 - 07.01.2024 14:00","48815","55229"
"07.01.2024 14:00 - 07.01.2024 14:15","48522","55289"
"07.01.2024 14:15 - 07.01.2024 14:30","48458","55020"
"07.01.2024 14:30 - 07.01.2024 14:45","48376","54943"
"07.01.2024 14:45 - 07.01.2024 15:00","48347","55475"
"07.01.2024 15:00 - 07.01.2024 15:15","49002","55787"
"07.01.2024 15:15 - 07.01.2024 15:30","49199","56240"
"07.01.2024 15:30 - 07.01.2024 15:45","50051","57292"
"07.01.2024 15:45 - 07.01.2024 16:00","50856","58187"
"07.01.2024 16:00 - 07.01.2024 16:15","52154","59684"
"07.01.2024 16:15 - 07.01.2024 16:30","52964","60451"
"07.01.2024 16:30 - 07.01.2024 16:45","53562","60816"
"07.01.2024 16:45 - 07.01.2024 17:00","54093","60819"
"07.01.2024 17:00 - 07.01.2024 17:15","55046","61167"
"07.01.2024 17:15 - 07.01.2024 17:30","55094","61114"
"07.01.2024 17:30 - 07.01.2024 17:45","54984","61166"
"07.01.2024 17:45 - 07.01.2024 18:00","54859","60814"
"07.01.2024 18:00 - 07.01.2024 18:15","54796","60580"
"07.01.2024 18:15 - 07.01.2024 18:30","54199","60025"
"07.01.2024 18:30 - 07.01.2024 18:45","53829","59263"
"07.01.2024 18:45 - 07.01.2024 19:00","53216","58738"
"07.01.2024 19:00 - 07.01.2024 19:15","52508","58018"
"07.01.2024 19:15 - 07.01.2024 19:30","51429","57128"
"07.01.2024 19:30 - 07.01.2024 19:45","50585","56575"
"07.01.2024 19:45 - 07.01.2024 20:00","50051","56001"
"07.01.2024 20:00 - 07.01.2024 20:15","49566","55811"
"07.01.2024 20:15 - 07.01.2024 20:30","49173","55592"
"07.01.2024 20:30 - 07.01.2024 20:45","48743","54959"
"07.01.2024 20:45 - 07.01.2024 21:00","48460","54774"
"07.01.2024 21:00 - 07.01.2024 21:15","47957","55592"
"07.01.2024 21:15 - 07.01.2024 21:30","47600","55196"
"07.01.2024 21:30 - 07.01.2024 21:45","47396","54526"
"07.01.2024 21:45 - 07.01.2024 22:00","46370","53731"
"07.01.2024 22:00 - 07.01.2024 22:15","46121","53176"
"07.01.2024 22:15 - 07.01.2024 22:30","45583","52702"
"07.01.2024 22:30 - 07.01.2024 22:45","45098","51825"
"07.01.2024 22:45 - 07.01.2024 23:00","44513","51191"
"07.01.2024 23:00 - 07.01.2024 23:15","45110","50946"
"07.01.2024 23:15 - 07.01.2024 23:30","44509","50662"
"07.01.2024 23:30 - 07.01.2024 23:45","44083","50489"
"07.01.2024 23:45 - 08.01.2024 00:00","43449","50069"
"08.01.2024 00:00 - 08.01.2024 00:15","43107","49373"
"08.01.2024 00:15 - 08.01.2024 00:30","42824","49011"
"08.01.2024 00:30 - 08.01.2024 00:45","42394","48842"
"08.01.2024 00:45 - 08.01.2024 01:00","42161","48777"
"08.01.2024 01:00 - 08.01.2024 01:15","42043","48561"
"08.01.2024 01:15 - 08.01.2024 01:30","41734","48428"
"08.01.2024 01:30 - 08.01.2024 01:45","41648","48536"
"08.01.2024 01:45 - 08.01.2024 02:00","41767","48490"
"08.01.2024 02:00 - 08.01.2024 02:15","41862","48646"
"08.01.2024 02:15 - 08.01.2024 02:30","41849","48592"
"08.01.2024 02:30 - 08.01.2024 02:45","41904","48586"
"08.01.2024 02:45 - 08.01.2024 03:00","42388","48850"
"08.01.2024 03:00 - 08.01.2024 03:15","43302","49146"
"08.01.2024 03:15 - 08.01.2024 03:30","43876","49174"
"08.01.2024 03:30 - 08.01.2024 03:45","44816","49947"
"08.01.2024 03:45 - 08.01.2024 04:00","45596","50408"
"08.01.2024 04:00 - 08.01.2024 04:15","47021","51630"
"08.01.2024 04:15 - 08.01.2024 04:30","47989","51886"
"08.01.2024 04:30 - 08.01.2024 04:45","49362","53417"
"08.01.2024 04:45 - 08.01.2024 05:00","50830","55066"
"08.01.2024 05:00 - 08.01.2024 05:15","53434","58359"
"08.01.2024 05:15 - 08.01.2024 05:30","55430","60162"
"08.01.2024 05:30 - 08.01.2024 05:45","56798","61625"
"08.01.2024 05:45 - 08.01.2024 06:00","58307","63431"
"08.01.2024 06:00 - 08.01.2024 06:15","59832","65114"
"08.01.2024 06:15 - 08.01.2024 06:30","60774","66267"
"08.01.2024 06:30 - 08.01.2024 06:45","61952","67506"
"08.01.2024 06:45 - 08.01.2024 07:00","62503","68483"
"08.01.2024 07:00 - 08.01.2024 07:15","63379","69786"
"08.01.2024 07:15 - 08.01.2024 07:30","63888","70084"
"08.01.2024 07:30 - 08.01.2024 07:45","64767","70777"
"08.01.2024 07:45 - 08.01.2024 08:00","64910","70816"
"08.01.2024 08:00 - 08.01.2024 08:15","65106","70603"
"08.01.2024 08:15 - 08.01.2024 08:30","65442","70883"
"08.01.2024 08:30 - 08.01.2024 08:45","65886","71145"
"08.01.2024 08:45 - 08.01.2024 09:00","65863","70937"
"08.01.2024 09:00 - 08.01.2024 09:15","65955","70587"
"08.01.2024 09:15 - 08.01.2024 09:30","66020","70616"
"08.01.2024 09:30 - 08.01.2024 09:45","66316","70294"
"08.01.2024 09:45 - 08.01.2024 10:00","66340","70381"
"08.01.2024 10:00 - 08.01.2024 10:15","66743","70533"
"08.01.2024 10:15 - 08.01.2024 10:30","67004","70442"
"08.01.2024 10:30 - 08.01.2024 10:45","66907","70590"
"08.01.2024 10:45 - 08.01.2024 11:00","66723","70490"
"08.01.2024 11:00 - 08.01.2024 11:15","66760","70239"
"08.01.2024 11:15 - 08.01.2024 11:30","66629","69991"
"08.01.2024 11:30 - 08.01.2024 11:45","66562","70139"
"08.01.2024 11:45 - 08.01.2024 12:00","66190","69930"
"08.01.2024 12:00 - 08.01.2024 12:15","66034","70081"
"08.01.2024 12:15 - 08.01.2024 12:30","65712","69819"
"08.01.2024 12:30 - 08.01.2024 12:45","65185","69702"
"08.01.2024 12:45 - 08.01.2024 13:00","64641","69551"
"08.01.2024 13:00 - 08.01.2024 13:15","64229","69386"
"08.01.2024 13:15 - 08.01.2024 13:30","63676","68988"
"08.01.2024 13:30 - 08.01.2024 13:45","63475","68799"
"08.01.2024 13:45 - 08.01.2024 14:00","63112","68603"
"08.01.2024 14:00 - 08.01.2024 14:15","63284","68869"
"08.01.2024 14:15 - 08.01.2024 14:30","62938","68614"
"08.01.2024 14:30 - 08.01.2024 14:45","62677","68578"
"08.01.2024 14:45 - 08.01.2024 15:00","62470","68384"
"08.01.2024 15:00 - 08.01.2024 15:15","62641","68452"
"08.01.2024 15:15 - 08.01.2024 15:30","62585","68497"
"08.01.2024 15:30 - 08.01.2024 15:45","63164","69143"
"08.01.2024 15:45 - 08.01.2024 16:00","63371","69972"
"08.01.2024 16:00 - 08.01.2024 16:15","64075","70952"
"08.01.2024 16:15 - 08.01.2024 16:30","64929","71343"
"08.01.2024 16:30 - 08.01.2024 16:45","65039","71651"
"08.01.2024 16:45 - 08.01.2024 17:00","66040","71870"
"08.01.2024 17:00 - 08.01.2024 17:15","66325","71606"
"08.01.2024 17:15 - 08.01.2024 17:30","66296","71499"
"08.01.2024 17:30 - 08.01.2024 17:45","66344","71368"
"08.01.2024 17:45 - 08.01.2024 18:00","66136","71279"
"08.01.2024 18:00 - 08.01.2024 18:15","65999","70836"
"08.01.2024 18:15 - 08.01.2024 18:30","65341","70367"
"08.01.2024 18:30 - 08.01.2024 18:45","64788","69927"
"08.01.2024 18:45 - 08.01.2024 19:00","64361","69123"
"08.01.2024 19:00 - 08.01.2024 19:15","63470","67901"
"08.01.2024 19:15 - 08.01.2024 19:30","62049","66971"
"08.01.2024 19:30 - 08.01.2024 19:45","61258","66029"
"08.01.2024 19:45 - 08.01.2024 20:00","60191","65167"
"08.01.2024 20:00 - 08.01.2024 20:15","59206","64393"
"08.01.2024 20:15 - 08.01.2024 20:30","58639","63816"
"08.01.2024 20:30 - 08.01.2024 20:45","57773","62787"
"08.01.2024 20:45 - 08.01.2024 21:00","57094","61943"
"08.01.2024 21:00 - 08.01.2024 21:15","56350","61861"
"08.01.2024 21:15 - 08.01.2024 21:30","55578","61316"
"08.01.2024 21:30 - 08.01.2024 21:45","54778","60187"
"08.01.2024 21:45 - 08.01.2024 22:00","53747","59048"
"08.01.2024 22:00 - 08.01.2024 22:15","52451","57886"
"08.01.2024 22:15 - 08.01.2024 22:30","51484","57416"
"08.01.2024 22:30 - 08.01.2024 22:45","50885","56893"
"08.01.2024 22:45 - 08.01.2024 23:00","50260","56219"
"08.01.2024 23:00 - 08.01.2024 23:15","48124","56078"
"08.01.2024 23:15 - 08.01.2024 23:30","47290","55555"
"08.01.2024 23:30 - 08.01.2024 23:45","46766","55103"
"08.01.2024 23:45 - 09.01.2024 00:00","46057","54641"
"09.01.2024 00:00 - 09.01.2024 00:15","45614","53765"
"09.01.2024 00:15 - 09.01.2024 00:30","45326","53611"
"09.01.2024 00:30 - 09.01.2024 00:45","44896","53452"
"09.01.2024 00:45 - 09.01.2024 01:00","44658","53302"
"09.01.2024 01:00 - 09.01.2024 01:15","44514","52985"
"09.01.2024 01:15 - 09.01.2024 01:30","44215","52779"
"09.01.2024 01:30 - 09.01.2024 01:45","44136","52803"
"09.01.2024 01:45 - 09.01.2024 02:00","44274","52655"
"09.01.2024 02:00 - 09.01.2024 02:15","44343","52819"
"09.01.2024 02:15 - 09.01.2024 02:30","44350","52454"
"09.01.2024 02:30 - 09.01.2024 02:45","44441","52296"
"09.01.2024 02:45 - 09.01.2024 03:00","44768","52366"
"09.01.2024 03:00 - 09.01.2024 03:15","45538","52598"
"09.01.2024 03:15 - 09.01.2024 03:30","46041","53084"
"09.01.2024 03:30 - 09.01.2024 03:45","46835","53869"
"09.01.2024 03:45 - 09.01.2024 04:00","47562","54227"
"09.01.2024 04:00 - 09.01.2024 04:15","48816","55588"
"09.01.2024 04:15 - 09.01.2024 04:30","49608","56118"
"09.01.2024 04:30 - 09.01.2024 04:45","50768","56996"
"09.01.2024 04:45 - 09.01.2024 05:00","52106","57999"
"09.01.2024 05:00 - 09.01.2024 05:15","54684","60305"
"09.01.2024 05:15 - 09.01.2024 05:30","56489","62148"
"09.01.2024 05:30 - 09.01.2024 05:45","57704","63971"
"09.01.2024 05:45 - 09.01.2024 06:00","58989","65543"
"09.01.2024 06:00 - 09.01.2024 06:15","60444","67365"
"09.01.2024 06:15 - 09.01.2024 06:30","61364","68526"
"09.01.2024 06:30 - 09.01.2024 06:45","62349","69355"
"09.01.2024 06:45 - 09.01.2024 07:00","62861","70402"
"09.01.2024 07:00 - 09.01.2024 07:15","63715","71075"
"09.01.2024 07:15 - 09.01.2024 07:30","64243","71752"
"09.01.2024 07:30 - 09.01.2024 07:45","64941","71778"
"09.01.2024 07:45 - 09.01.2024 08:00","65155","71829"
"09.01.2024 08:00 - 09.01.2024 08:15","65302","71560"
"09.01.2024 08:15 - 09.01.2024 08:30","65630","71623"
"09.01.2024 08:30 - 09.01.2024 08:45","66116","71655"
"09.01.2024 08:45 - 09.01.2024 09:00","66140","71613"
"09.01.2024 09:00 - 09.01.2024 09:15","66329","71708"
"09.01.2024 09:15 - 09.01.2024 09:30","66354","71563"
"09.01.2024 09:30 - 09.01.2024 09:45","66570","71689"
"09.01.2024 09:45 - 09.01.2024 10:00","66578","71383"
"09.01.2024 10:00 - 09.01.2024 10:15","67062","71387"
"09.01.2024 10:15 - 09.01.2024 10:30","67272","71873"
"09.01.2024 10:30 - 09.01.2024 10:45","67173","71564"
"09.01.2024 10:45 - 09.01.2024 11:00","67046","71375"
"09.01.2024 11:00 - 09.01.2024 11:15","67022","71250"
"09.01.2024 11:15 - 09.01.2024 11:30","66977","71308"
"09.01.2024 11:30 - 09.01.2024 11:45","66899","70945"
"09.01.2024 11:45 - 09.01.2024 12:00","66541","70835"
"09.01.2024 12:00 - 09.01.2024 12:15","66420","70673"
"09.01.2024 12:15 - 09.01.2024 12:30","66062","70226"
"09.01.2024 12:30 - 09.01.2024 12:45","65632","69115"
"09.01.2024 12:45 - 09.01.2024 13:00","65121","68366"
"09.01.2024 13:00 - 09.01.2024 13:15","64505","68558"
"09.01.2024 13:15 - 09.01.2024 13:30","64197","68096"
"09.01.2024 13:30 - 09.01.2024 13:45","63827","67878"
"09.01.2024 13:45 - 09.01.2024 14:00","63369","67554"
"09.01.2024 14:00 - 09.01.2024 14:15","63719","68139"
"09.01.2024 14:15 - 09.01.2024 14:30","63403","67824"
"09.01.2024 14:30 - 09.01.2024 14:45","63223","67969"
"09.01.2024 14:45 - 09.01.2024 15:00","63060","67775"
"09.01.2024 15:00 - 09.01.2024 15:15","63186","67733"
"09.01.2024 15:15 - 09.01.2024 15:30","63260","68313"
"09.01.2024 15:30 - 09.01.2024 15:45","63850","69103"
"09.01.2024 15:45 - 09.01.2024 16:00","64169","70030"
